Type,Method,Regionname,Rooms,Bathroom,Car,Distance,Distance_2,YearBuilt,YearBuilt_2,YearBuilt_3,Propertycount,Log_landsize,Log_buildingarea,CPI,SC_Distance,Jan_h,Feb_t,Log_price
h,VB,Southern Metropolitan,4,2,2,11.2,125.43999999999998,1920,3686400,1512046592,10579,6.406879986069314,5.616771097666572,1.01708212,15.569495552093258,0,0,14.72175135802525
h,SP,Southern Metropolitan,4,2,2,11.2,125.43999999999998,1925,3705625,1456606467,10579,6.597145701886651,5.811140992976701,1.01708212,12.672970457216572,0,0,14.80876270134486
u,S,Southern Metropolitan,1,1,1,11.2,125.43999999999998,1980,3920400,827542592,10579,4.2626798770413155,4.31748811353631,1.01708212,15.412254677430536,0,0,13.416525906265674
t,SP,Southern Metropolitan,4,2,2,11.2,125.43999999999998,2012,4048144,445068864,10579,5.442417710521793,5.641907070938114,1.01708212,16.355034001648708,0,0,14.626441218624949
h,S,Southern Metropolitan,3,1,1,11.2,125.43999999999998,1942,3771364,1265945704,10579,6.492239835020471,5.087596335232384,1.01708212,14.929201268585217,0,0,14.88022163978423
h,S,Southern Metropolitan,4,2,2,10.7,114.48999999999998,1972,3888784,921252544,6938,6.907755278982137,5.616771097666572,1.01708212,16.388244812863594,0,0,14.859314962250004
h,PI,Southern Metropolitan,2,1,2,10.7,114.48999999999998,1948,3794704,1197851200,6938,6.336825731146441,4.882801922586371,1.01708212,16.90699133030291,0,0,13.815511557963774
h,PI,Southern Metropolitan,4,3,4,10.7,114.48999999999998,1950,3802500,1175059592,6938,6.5638555265321274,5.62040086571715,1.01708212,17.868494924485674,0,0,14.346139397261565
h,SP,Southern Metropolitan,3,2,2,10.7,114.48999999999998,1926,3709476,1445483816,6938,5.996452088619021,4.804021044733257,1.01708212,15.436720520647818,0,0,14.078644526133855
h,S,Southern Metropolitan,5,3,2,10.7,114.48999999999998,1960,3841600,1060398592,6938,6.82001636467413,5.455321115357702,1.01708212,16.709385406055457,0,0,14.751604309291395
h,SP,Southern Metropolitan,4,2,4,10.7,114.48999999999998,1940,3763600,1288550592,6938,6.520621127558696,5.455321115357702,1.01708212,17.098885233765063,0,0,14.53335083891935
h,PI,Southern Metropolitan,5,3,2,10.7,114.48999999999998,2016,4064256,396394496,6938,6.313548046277095,5.849324779946859,1.01708212,15.975380680302692,0,0,14.751604309291395
u,S,Southern Metropolitan,2,1,2,10.7,114.48999999999998,1980,3920400,827542592,6938,5.247024072160486,4.543294782270004,1.01708212,15.773030310360692,0,0,13.715691327653829
h,S,Southern Metropolitan,3,1,2,10.7,114.48999999999998,1930,3724900,1400877592,6938,6.633318433280377,5.0238805208462765,1.01708212,15.31974661994563,0,0,14.119312750303045
h,S,Southern Metropolitan,2,1,2,10.7,114.48999999999998,1950,3802500,1175059592,6938,6.405228458030842,4.983606621708336,1.01708212,17.03284257802384,0,0,14.427990377462038
h,PI,Southern Metropolitan,5,3,3,10.7,114.48999999999998,1970,3880900,944561592,6938,6.507277712385012,5.736572297479192,1.01708212,18.93265856234929,0,0,14.53335083891935
h,S,Southern Metropolitan,4,3,2,10.7,114.48999999999998,1970,3880900,944561592,6938,6.421622267806518,5.420534999272286,1.01708212,16.832129426239213,0,0,14.580978865220017
u,S,Southern Metropolitan,2,1,1,10.7,114.48999999999998,1970,3880900,944561592,6938,5.147494476813453,4.624972813284271,1.01708212,15.619173391885647,0,0,13.713478939818222
h,S,Southern Metropolitan,4,4,4,10.7,114.48999999999998,1960,3841600,1060398592,6938,6.234410725718371,5.823045895483019,1.01708212,17.01867922137027,0,0,14.852247797524162
h,S,Southern Metropolitan,2,1,2,10.7,114.48999999999998,1930,3724900,1400877592,6938,6.493753839851686,4.770684624465665,1.01708212,16.33328649204163,0,0,14.410494041308816
h,S,Southern Metropolitan,5,2,2,10.7,114.48999999999998,1950,3802500,1175059592,6938,6.522092798170152,5.666426688112432,1.01708212,18.94610877977031,0,0,14.319312171022725
t,PI,Northern Metropolitan,2,2,1,5.2,27.040000000000003,2013,4052169,432918395,11918,4.77912349311153,4.48863636973214,1.01708212,6.126199542918864,0,0,13.527829818844937
h,S,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1910,3648100,1622063592,11918,5.755742213586912,4.6913478822291435,1.01708212,8.302421182099714,0,0,13.869999690217593
u,S,Northern Metropolitan,3,2,1,5.2,27.040000000000003,2000,4000000,589934592,11918,4.812184355372417,5.030437921392435,1.01708212,6.468080795261993,0,0,13.68767832281738
h,S,Northern Metropolitan,3,1,0,5.2,27.040000000000003,1890,3572100,1838665592,11918,5.805134968916488,4.844187086458591,1.01708212,6.816865587226113,0,0,14.01640931832674
u,SP,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1970,3880900,944561592,11918,4.74493212836325,4.189654742026425,1.01708212,7.927472137454956,0,0,13.282781802386296
h,S,Northern Metropolitan,3,1,0,5.2,27.040000000000003,1935,3744225,1344859217,11918,5.552959584921617,4.804021044733257,1.01708212,6.79455826560556,0,0,13.87378040948403
h,S,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1900,3610000,1730934592,11918,5.298317366548036,4.543294782270004,1.01708212,6.789520601987979,0,0,13.698977865303197
h,S,Northern Metropolitan,2,1,0,5.2,27.040000000000003,1910,3648100,1622063592,11918,5.030437921392435,4.477336814478207,1.01708212,7.521180772004735,0,0,13.554147092530322
u,S,Northern Metropolitan,1,1,1,5.2,27.040000000000003,1970,3880900,944561592,11918,0.0,3.9512437185814275,1.01708212,6.6922921265241255,0,0,12.540761149388421
h,VB,Northern Metropolitan,4,2,3,5.2,27.040000000000003,1900,3610000,1730934592,11918,5.605802066295998,5.198497031265826,1.01708212,6.036505489214264,0,0,14.403297778421795
h,S,Northern Metropolitan,4,1,1,5.2,27.040000000000003,1940,3763600,1288550592,11918,5.916202062607435,5.0238805208462765,1.01708212,6.035437675715147,0,0,14.115615891155079
h,S,Northern Metropolitan,4,2,1,5.2,27.040000000000003,1920,3686400,1512046592,11918,5.641907070938114,5.056245805348308,1.01708212,6.471319167450165,0,0,14.093143052138025
h,S,Northern Metropolitan,5,2,2,5.2,27.040000000000003,1890,3572100,1838665592,11918,6.320768294250582,5.58724865840025,1.01708212,5.654458722641497,0,0,14.731801689838349
h,PI,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1910,3648100,1622063592,11918,5.700443573390687,4.48863636973214,1.01708212,5.5334186124436,0,0,13.664688831019712
u,S,Northern Metropolitan,2,1,1,5.2,27.040000000000003,1960,3841600,1060398592,11918,6.985641817639208,4.204692619390966,1.01708212,7.621800234063571,0,0,13.104201443434462
h,S,Northern Metropolitan,4,1,0,5.2,27.040000000000003,1920,3686400,1512046592,11918,5.8971538676367405,4.852030263919617,1.01708212,6.438779935662071,0,0,14.011900193662013
h,SP,Northern Metropolitan,3,1,3,5.2,27.040000000000003,1943,3775249,1254625785,11918,5.733341276897746,4.787491742782046,1.01708212,6.9315638842334515,0,0,13.83531416565213
h,S,Northern Metropolitan,3,1,1,5.2,27.040000000000003,1910,3648100,1622063592,11918,5.75890177387728,4.890349128221754,1.01708212,6.453376629612044,0,0,14.108180918195472
h,S,Northern Metropolitan,3,1,0,5.9,34.81,1935,3744225,1344859217,7082,5.62040086571715,4.787491742782046,1.01708212,6.927667830241405,0,0,13.583579761650238
u,SP,Northern Metropolitan,2,1,1,5.9,34.81,1960,3841600,1060398592,7082,4.30406509320417,4.174387269895637,1.01708212,8.68617922727116,0,0,12.899222326086994
h,PI,Northern Metropolitan,3,1,2,5.9,34.81,1900,3610000,1730934592,7082,5.8998973535824915,4.912654885736052,1.01708212,6.551255327335295,0,0,14.077875591662238
h,S,Northern Metropolitan,3,1,2,5.9,34.81,1930,3724900,1400877592,7082,5.869296913133774,4.624972813284271,1.01708212,6.91315677009539,0,0,14.100690252077353
u,PI,Northern Metropolitan,2,1,1,5.9,34.81,1970,3880900,944561592,7082,0.0,4.143134726391533,1.01708212,6.811671370465056,0,0,12.847929163278053
h,S,Northern Metropolitan,3,1,1,5.9,34.81,1935,3744225,1344859217,7082,6.021023349349527,5.1298987149230735,1.01708212,5.495067245632391,0,0,13.90626583447433
t,VB,Northern Metropolitan,2,1,1,5.9,34.81,1970,3880900,944561592,7082,0.0,4.418840607796598,1.01708212,6.216869485094566,0,0,13.429849547739444
h,S,Eastern Metropolitan,3,3,2,11.8,139.24,1965,3861225,1002627467,4480,5.996452088619021,5.111987788356544,1.01708212,17.071941610297927,0,0,13.715691327653829
h,PI,Eastern Metropolitan,4,2,1,11.8,139.24,1960,3841600,1060398592,4480,7.025538314638521,5.420534999272286,1.01708212,18.174303634500113,0,0,13.897091466615258
h,S,Eastern Metropolitan,3,1,1,11.8,139.24,1960,3841600,1060398592,4480,6.405228458030842,4.574710978503383,1.01708212,17.554248284366487,0,0,13.887832149776026
h,SP,Eastern Metropolitan,4,2,2,11.8,139.24,1996,3984016,637838656,4480,6.16541785423142,5.5053315359323625,1.01708212,18.27750500486308,0,0,14.079412869799512
h,PI,Eastern Metropolitan,3,2,1,11.8,139.24,1965,3861225,1002627467,4480,6.591673732008658,6.579251212010101,1.01708212,17.858155449355806,0,0,13.864301674514206
u,PI,Southern Metropolitan,3,2,1,11.7,136.89,2002,4008004,565910584,5678,0.0,4.7535901911063645,1.01708212,16.79669027609716,0,0,13.345508528717259
h,S,Southern Metropolitan,5,3,2,11.7,136.89,2013,4052169,432918395,5678,5.7899601708972535,5.351858133476067,1.01708212,17.896544781857582,0,0,13.87378040948403
h,S,Southern Metropolitan,4,2,2,11.7,136.89,2005,4020025,529784467,5678,6.0844994130751715,5.351858133476067,1.01708212,18.43886378241153,0,0,14.042646927360453
h,S,Southern Metropolitan,3,1,2,7.8,60.839999999999996,1925,3705625,1456606467,8920,6.71174039505618,4.663439094112067,1.01708212,12.87198938684213,0,0,14.508658238524095
h,S,Southern Metropolitan,3,1,1,7.8,60.839999999999996,1938,3755844,1311108920,8920,6.059123195581797,4.7535901911063645,1.01708212,14.396929389963695,0,0,14.079412869799512
h,SP,Southern Metropolitan,3,1,1,7.8,60.839999999999996,1930,3724900,1400877592,8920,6.300785794663244,5.081404364984463,1.01708212,12.063346866662787,0,0,14.299171130180117
u,PI,Southern Metropolitan,2,1,1,7.8,60.839999999999996,1965,3861225,1002627467,8920,0.0,4.356708826689592,1.01708212,10.149599356574152,0,0,13.126357390703754
u,SP,Southern Metropolitan,2,1,1,7.8,60.839999999999996,1960,3841600,1060398592,8920,6.799055862058796,4.356708826689592,1.01708212,15.851169448942043,0,0,12.983103608918753
h,S,Southern Metropolitan,3,1,1,7.8,60.839999999999996,1930,3724900,1400877592,8920,6.646390514847729,4.897839799950911,1.01708212,15.80545331622909,0,0,14.392124484065864
h,S,Southern Metropolitan,4,1,4,7.8,60.839999999999996,1920,3686400,1512046592,8920,6.650279048587422,4.983606621708336,1.01708212,14.094580845370437,0,0,14.516130249640712
u,S,Southern Metropolitan,2,1,1,7.8,60.839999999999996,1970,3880900,944561592,8920,6.448889394146858,4.330733340286331,1.01708212,14.051974697210905,0,0,13.45883704259595
h,S,Southern Metropolitan,4,3,1,7.8,60.839999999999996,1890,3572100,1838665592,8920,6.450470422144176,5.602118820879701,1.01708212,10.44901915298331,0,0,14.986443818289482
h,S,Southern Metropolitan,3,2,1,9.0,81.0,1998,3992004,613910600,3265,4.983606621708336,4.948759890378168,1.01708212,11.459903745603777,0,0,13.740788089353964
h,S,Southern Metropolitan,5,3,4,9.0,81.0,2005,4020025,529784467,3265,6.470799503782602,5.407171771460119,1.01708212,12.12044825517843,0,0,14.89051332229012
h,PI,Southern Metropolitan,4,2,3,9.0,81.0,1927,3713329,1434349609,3265,6.70073110954781,5.159055299214529,1.01708212,13.100436983395465,0,0,14.897316067298997
u,S,Southern Metropolitan,2,1,1,9.0,81.0,1965,3861225,1002627467,3265,0.0,4.532599493153256,1.01708212,11.66720906977297,0,0,13.489781802915555
h,VB,Southern Metropolitan,5,2,4,9.0,81.0,1910,3648100,1622063592,3265,6.732210706467206,5.645446897643238,1.01708212,11.24930325286295,0,0,14.669926311652166
h,PI,Southern Metropolitan,3,3,2,9.0,81.0,1997,3988009,625880619,3265,5.8664680569332965,5.337538079701318,1.01708212,11.58972549643237,0,0,14.310207409556293
h,S,Southern Metropolitan,4,1,4,9.0,81.0,2008,4032064,493550080,3265,6.740519359606223,6.021023349349527,1.01708212,10.327247390927463,0,0,15.039286283703994
h,S,Southern Metropolitan,4,2,2,9.0,81.0,2012,4048144,445068864,3265,6.680854678790215,5.6240175061873385,1.01708212,11.395994574027188,0,0,14.96132476608165
h,PI,Northern Metropolitan,2,1,1,3.2,10.240000000000002,2009,4036081,481447863,3106,4.30406509320417,4.653960350157523,1.01708212,5.3594862929311455,0,0,13.592368256649284
h,S,Northern Metropolitan,2,2,0,3.2,10.240000000000002,1900,3610000,1730934592,3106,6.025865973825314,5.153291594497779,1.01708212,5.455190168333802,0,0,14.690979711984754
u,S,Southern Metropolitan,3,1,2,11.4,129.96,1925,3705625,1456606467,7822,0.0,5.14166355650266,1.01708212,17.30005626522167,0,0,13.972515161474428
h,S,Southern Metropolitan,4,2,2,11.4,129.96,1983,3932289,792205505,7822,6.5337888379333435,5.472270673671475,1.01708212,16.6662374966509,0,0,14.419827071265543
u,PI,Southern Metropolitan,1,1,1,11.4,129.96,1960,3841600,1060398592,7822,0.0,3.5553480614894135,1.01708212,18.51382235924133,0,0,12.429220196836383
t,S,Southern Metropolitan,2,2,1,11.4,129.96,2009,4036081,481447863,7822,5.117993812416755,5.14166355650266,1.01708212,17.311724071019732,0,0,13.742940940397677
h,VB,Southern Metropolitan,4,2,2,11.4,129.96,1930,3724900,1400877592,7822,6.630683385642372,4.897839799950911,1.01708212,17.143645896639384,0,0,14.253766134056512
h,S,Southern Metropolitan,3,2,2,11.4,129.96,2010,4040100,469333592,7822,5.645446897643238,5.209486152841421,1.01708212,17.682798374328016,0,0,14.122995993006082
u,S,Southern Metropolitan,1,1,1,11.4,129.96,1980,3920400,827542592,7822,0.0,3.9889840465642745,1.01708212,16.509724393198795,0,0,12.765691290604371
u,S,Southern Metropolitan,2,1,1,11.4,129.96,1973,3892729,909580275,7822,0.0,4.2626798770413155,1.01708212,18.11975823008119,0,0,13.312985389904174
u,VB,Southern Metropolitan,2,1,1,8.1,65.61,2012,4048144,445068864,6923,0.0,4.04305126783455,1.01708212,10.089360193091489,0,0,12.948012371209098
u,VB,Southern Metropolitan,1,1,1,8.1,65.61,1970,3880900,944561592,6923,6.859614903654202,3.784189633918261,1.01708212,13.641063454143087,0,0,12.577639650232573
h,SP,Southern Metropolitan,3,1,0,8.1,65.61,1910,3648100,1622063592,6923,5.602118820879701,4.941642422609304,1.01708212,12.034697866019926,0,0,14.151983508870947
t,VB,Southern Metropolitan,4,2,2,9.3,86.49000000000001,1995,3980025,649784717,5051,5.37989735354046,5.111987788356544,1.01708212,14.764610789463678,0,0,13.845070331079134
h,S,Southern Metropolitan,2,1,2,9.3,86.49000000000001,1940,3763600,1288550592,5051,5.652489180268651,4.605170185988092,1.01708212,14.649630231071761,0,0,14.018452218287162
u,S,Southern Metropolitan,2,1,1,9.3,86.49000000000001,1970,3880900,944561592,5051,6.723832440821209,4.394449154672439,1.01708212,15.520599633589429,0,0,13.172107372246904
h,PI,Southern Metropolitan,3,2,2,13.6,184.95999999999998,2000,4000000,589934592,3582,5.081404364984463,4.624972813284271,1.01708212,19.85948632542833,0,0,13.384729180332174
h,SP,Southern Metropolitan,3,1,2,13.6,184.95999999999998,1960,3841600,1060398592,3582,6.447305862541213,4.663439094112067,1.01708212,20.381077932582784,0,0,13.815511557963774
h,S,Northern Metropolitan,4,3,2,3.4,11.559999999999999,1903,3621409,1698393265,2954,5.948034989180646,5.5254529391317835,1.01708212,7.257955343837979,0,0,14.917450968950916
h,S,Northern Metropolitan,2,1,2,3.4,11.559999999999999,1900,3610000,1730934592,2954,5.480638923341991,4.574710978503383,1.01708212,6.831013315914287,0,0,14.176676104039727
h,S,Northern Metropolitan,2,1,0,3.4,11.559999999999999,1890,3572100,1838665592,2954,5.10594547390058,4.605170185988092,1.01708212,6.8714003760008975,0,0,14.070153551531353
h,S,Northern Metropolitan,3,1,1,7.8,60.839999999999996,1925,3705625,1456606467,11204,5.940171252720432,4.836281906951478,1.01708212,9.180614943848665,0,0,14.006131744018864
u,S,Northern Metropolitan,2,1,1,7.8,60.839999999999996,1965,3861225,1002627467,11204,0.0,4.394449154672439,1.01708212,9.671431775303208,0,0,12.980802117227352
u,SP,Northern Metropolitan,2,1,1,7.8,60.839999999999996,2012,4048144,445068864,11204,4.867534450455582,4.68213122712422,1.01708212,9.148242447596278,0,0,13.389333939650964
t,S,Northern Metropolitan,3,1,2,7.8,60.839999999999996,1995,3980025,649784717,11204,4.787491742782046,4.700480365792417,1.01708212,8.994787519411698,0,0,13.369225017834633
h,SP,Northern Metropolitan,3,1,2,7.8,60.839999999999996,1920,3686400,1512046592,11204,6.601230118728877,4.852030263919617,1.01708212,9.775911037152742,0,0,13.937729075643883
h,S,Northern Metropolitan,2,1,1,7.8,60.839999999999996,1910,3648100,1622063592,11204,5.537334267018537,4.553876891600541,1.01708212,7.830303921633119,0,0,13.713478939818222
h,S,Northern Metropolitan,3,1,1,7.8,60.839999999999996,1970,3880900,944561592,11204,6.068425588244111,4.770684624465665,1.01708212,9.063343353657533,0,0,13.815511557963774
h,SP,Northern Metropolitan,4,2,4,7.8,60.839999999999996,2006,4024036,517718376,11204,6.180016653652572,5.54907608489522,1.01708212,7.3253507442665216,0,0,14.370545010447234
h,S,Northern Metropolitan,3,2,0,7.8,60.839999999999996,1930,3724900,1400877592,11204,6.0112671744041615,5.442417710521793,1.01708212,8.365945572107973,0,0,14.04662307257814
h,S,Northern Metropolitan,3,1,3,7.8,60.839999999999996,1920,3686400,1512046592,11204,5.955837369464831,4.59511985013459,1.01708212,10.033736373268784,0,0,13.642348128015021
u,S,Northern Metropolitan,2,1,1,7.8,60.839999999999996,1975,3900625,886200217,11204,0.0,4.30406509320417,1.01708212,8.625584154890996,0,0,13.194685899447341
t,S,Northern Metropolitan,3,1,1,7.8,60.839999999999996,1995,3980025,649784717,11204,4.762173934797756,4.948759890378168,1.01708212,8.462840841287145,0,0,13.440091026807503
h,PI,Northern Metropolitan,4,2,2,7.8,60.839999999999996,1996,3984016,637838656,11204,5.730099782973574,5.318119993844216,1.01708212,8.468087804539762,0,0,13.790193775620484
h,S,Northern Metropolitan,3,1,2,9.2,84.63999999999999,2014,4056196,420755848,3445,4.653960350157523,4.9344739331306915,1.01708212,12.36185449962511,0,0,13.345508528717259
h,SP,Northern Metropolitan,2,1,3,9.2,84.63999999999999,1940,3763600,1288550592,3445,6.267200548541362,4.51085950651685,1.01708212,12.270020151990128,0,0,13.521140839642674
h,PI,Northern Metropolitan,4,3,2,9.2,84.63999999999999,2016,4064256,396394496,3445,6.218600119691729,5.556828061699537,1.01708212,12.791514967411082,0,0,13.864301674514206
h,S,Northern Metropolitan,2,1,2,9.2,84.63999999999999,1960,3841600,1060398592,3445,6.726233402358747,4.68213122712422,1.01708212,10.96043265435915,0,0,13.74830287778897
h,SP,Northern Metropolitan,2,1,4,9.2,84.63999999999999,1960,3841600,1060398592,3445,6.4457198193855785,4.795790545596741,1.01708212,11.49299495903884,0,0,13.617060838751888
h,S,Northern Metropolitan,3,1,2,9.2,84.63999999999999,1950,3802500,1175059592,3445,5.730099782973574,4.574710978503383,1.01708212,10.808104072693718,0,0,13.567050480716235
